filename,sample_id,frame_index,timestamp_ms,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,label
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,0,0,-1.2631313719831034,-0.050573205607710246,-1.7597726091827277,-0.87350545846217,-0.42926523728427374,-0.5011837841009029,-0.871486762477758,0.3935976233251292,-0.47540721021227367,-0.5189913338879962,-0.7333362838865168,-1.0612140695939944,-0.5247760363283863,0.7374781077488913,-1.0527130386381967,-0.3842737789764611,-0.506863905428651,-2.5514486711182416,-0.37918107524123046,0.589484648369726,-2.5553623937394394,-0.005030594240645225,-0.23890073566310038,0.03190010779762259,0.005030594240645225,0.23890073566310038,-0.03190010779762259,0.6031312860594611,-0.4202915145997729,0.25635733932370885,0.5787021927710047,0.4432013986578394,-0.22549904379556263,1.078794651775598,-0.47722338583124324,1.6658218753415044,1.093959536823019,0.5582147164121551,0.9797220606533674,1.1865389600972414,-0.4408626738838492,1.7815708883038075,1.1672836426719035,0.5433716464893336,1.0736701600798417,1.2910527502381262,-0.5291757794857537,1.1870875249030464,1.3174352695775253,0.65119208016496,0.4279670752040599,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,1,34,-1.298040137067511,-0.05593774482952222,-1.7061936403460491,-0.9056257227152217,-0.43203314792366687,-0.4178715708499498,-0.9012295434463857,0.40132052232508203,-0.4390594542465322,-0.5607464741983567,-0.7527011490084522,-0.9371335009075732,-0.5303930353857338,0.7473896900550625,-1.0208076827230004,-0.39343245789082115,-0.5303727329193186,-2.4217727029202365,-0.3998203647381838,0.5840569039767539,-2.521678080873663,-0.007644852011245939,-0.24412937139535984,0.016203554560289886,0.007644852011245939,0.24412937139535984,-0.016203554560289886,0.5983337096063122,-0.4323752305769641,0.11114957925274778,0.5906376842550608,0.45002613925514123,0.0996118596732525,1.0848558962285868,-0.5230221276131038,1.4052123188768577,1.0755943560355388,0.5691496094244113,1.4637158226640978,1.1789806335732478,-0.4575263709576762,1.508315474348667,1.134455099796893,0.5771387690167807,1.5739295693528572,1.296508552375066,-0.553312573156644,0.876139082866101,1.271127966312264,0.705176412522214,0.99625667859977,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,2,67,-1.2495951026321117,-0.03608500984810114,-1.713655603359322,-0.8702209491075852,-0.4020918655139303,-0.48969095026720927,-0.8631296234819317,0.392873769797804,-0.5080118207096797,-0.5327023004006006,-0.7078913583068464,-0.9631199943496037,-0.5287424234203929,0.7235152604315876,-1.1073620370505777,-0.3904511137664275,-0.48209822103961697,-2.295630038763864,-0.38995544270943855,0.5659684834701144,-2.5112996405709294,-0.009227640423897364,-0.2304999856925908,0.021080214406104185,0.009227640423897364,0.2304999856925908,-0.021080214406104185,0.5561958794573144,-0.40365719758838864,0.08636845485423865,0.5327940864945089,0.415977977077226,0.22983264473106324,0.9725825792262174,-0.4550158318609743,1.4454135958841683,0.9770359045232481,0.5300037630898132,1.6573466407229849,1.0783374183321819,-0.4124655246174657,1.554539024327542,1.0471045195167528,0.5324987235512912,1.771769381979312,1.213890573600639,-0.4957806250041818,0.9309260627704732,1.1987905844079352,0.6618015334733226,1.1943298595108303,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,3,100,-1.2288807770914791,-0.02666652561469024,-1.7533499120811367,-0.8608731568415167,-0.3994138214766243,-0.528621331155315,-0.8446228036198505,0.39147211534798254,-0.5159936496647598,-0.5093170240031138,-0.6870831600640224,-1.0487170203558667,-0.5061628273226298,0.7176001160934434,-1.1248380595714909,-0.3982547212412764,-0.46917283154730877,-2.409511784821183,-0.3966192166266615,0.5753446080547545,-2.5907764953966814,-0.006061746114002405,-0.2308115396123067,0.027742057656276492,0.006061746114002405,0.2308115396123067,-0.027742057656276492,0.5486426260924869,-0.41022658923382305,0.30640369703968395,0.5418430011523558,0.42350325081721735,0.012112899644166068,0.9814699937973449,-0.45725614652480984,1.721785893845582,0.9985125062899763,0.5586086962695377,1.335460492979759,1.0424688363051287,-0.40769565067766295,1.8337953323503409,1.0620941180874697,0.5185628790617383,1.4367916399837675,1.2025223993702796,-0.5184795888779746,1.222005724815573,1.2164741498115474,0.6564254101016759,0.8102440691299088,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,4,133,-1.296627227281888,-0.03681767620823587,-1.7776208797834643,-0.9131213294433184,-0.4213833970467528,-0.42748558610914467,-0.8905125971971363,0.4154898075655359,-0.4367307781623045,-0.5415714781737655,-0.7380998187380052,-0.8693526375858496,-0.5325421492520662,0.7618807231979606,-1.0169813609967564,-0.40943518879497964,-0.5011749913292733,-2.2740598773255076,-0.41407973554770033,0.6078627398759279,-2.50545346553262,-0.007559713195679187,-0.24660377406129275,0.021052187046509168,0.007559713195679187,0.24660377406129275,-0.021052187046509168,0.6021417308884094,-0.4363364310896051,0.05752126870623102,0.5905154437009772,0.45370366684350893,0.03381411275580272,1.066802677666886,-0.4931243519483325,1.381987474334834,1.1006859354248981,0.5733469161649174,1.3394141355260023,1.1692294069484095,-0.44791706351695126,1.4828824314097384,1.178250897552865,0.5892939038400026,1.4362943615144321,1.3043243173008379,-0.5494232718225247,0.8129767977777193,1.3103380943131244,0.704056494291017,0.7818926443617242,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,5,167,-1.2409491691630379,-0.03623081316297093,-1.7906051572443813,-0.8674958182528343,-0.41609566765029893,-0.5002381616721566,-0.8553634841861968,0.395435324450052,-0.515305522379959,-0.516393022516661,-0.7189770577711686,-0.9440903709242526,-0.5144254725680457,0.7412653588525824,-1.0570086075325704,-0.3753144276574984,-0.48914643678404857,-2.296649438807113,-0.37301984333393684,0.5804133412242467,-2.4781401576550004,-0.0065724825076025565,-0.2346012082131554,0.030641553517031888,0.0065724825076025565,0.2346012082131554,-0.030641553517031888,0.5881793388894354,-0.4141390722845047,0.24589569099042305,0.5692757367147377,0.4244553502673919,0.05149331803263885,1.0235721721411444,-0.46799741231601005,1.5297278270353738,1.025112493359744,0.5485368411401164,1.2976993426754524,1.1496562141905218,-0.4248179202402695,1.6262861957554944,1.1191912521806084,0.5598211301854469,1.3891964269473631,1.2602101312041496,-0.5229236905800813,0.9687704928634403,1.259001386504593,0.680081074763353,0.7372934782338207,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,6,200,-1.2133181191337679,-0.03421294806957176,-1.7971929275615885,-0.8431783290965716,-0.4166447602284019,-0.5398686715795102,-0.839708832819229,0.3773359692773163,-0.5401061518367329,-0.4988922079616419,-0.7008845856343789,-1.0170345909753093,-0.4817038017819742,0.697695833152058,-1.0142484450279883,-0.3624124109193587,-0.48882244965592647,-2.4239999817106614,-0.3705743022178729,0.5449833755190605,-2.4254874449160044,-0.003983481344208063,-0.2297483478914781,0.03061738242553888,0.003983481344208063,0.2297483478914781,-0.03061738242553888,0.5663872099680994,-0.4066345418699939,0.21804275784732263,0.5340451105906638,0.42039008178337994,-0.3009857955763827,1.0164074759637263,-0.4610871889840749,1.5124492049031881,0.9794621620514123,0.5256815600793125,0.9018717049127961,1.0863050442787097,-0.4233367914364291,1.6166799660943707,1.0400456116528132,0.518666201070472,0.9987514182835251,1.222412846084989,-0.47789661045566356,1.0378966685315172,1.1926791141382942,0.6597321272714496,0.41753701406783866,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,7,233,-1.2554553889246935,-0.01689339942038329,-1.843562089969657,-0.8768074726248775,-0.42179355916251027,-0.46911717984763285,-0.8736368244612981,0.40573758939346216,-0.4981919582428021,-0.5143423846530795,-0.7237294386078368,-0.9687967954009946,-0.5087943282327059,0.7381662961365699,-1.052147015681797,-0.3808745355513609,-0.5039647290744942,-2.4731594865160287,-0.3841763932641428,0.5908686886120139,-2.5847909393562145,-0.006715481487164319,-0.24143658397670428,0.03362670768183875,0.006715481487164319,0.24143658397670428,-0.03362670768183875,0.5921678671017861,-0.41941084813637,0.20237863801361838,0.5805333192197518,0.4411766767750674,-0.008080607859410262,1.0350361272982307,-0.4685395104742554,1.5500271419813085,1.0831319733296472,0.5685649688058084,1.2455872676571074,1.1680790750100445,-0.4283485978848466,1.654131517687501,1.1166751167173867,0.5542994315174847,1.3385953945541078,1.2813081570762717,-0.5260500835583998,1.005497994999624,1.2812883056833353,0.6495649065345481,0.683336265521059,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,8,267,-1.1725710077217213,-0.01665289455468658,-1.78830936290578,-0.8161588733694065,-0.39831998705214194,-0.5946457981312009,-0.8176430001463402,0.36513416316996294,-0.5584327504463439,-0.4609431011034773,-0.6634197282155523,-1.1917950517882407,-0.479932407039689,0.6927979215902996,-1.1163813413881187,-0.36082035026930703,-0.4610306706575051,-2.644310232082667,-0.36526425204502155,0.5415820058032557,-2.5688500794479663,-0.0028913138300972595,-0.2193597081100803,0.04145295291031632,0.0028913138300972595,0.2193597081100803,-0.04145295291031632,0.5471616543237673,-0.39034002162296066,0.4424550778731055,0.5139821577215036,0.4187355884268614,-0.17697437909509464,0.9705313425605973,-0.4561090592481851,1.7900238105807307,0.9377266740205161,0.5344843162854644,0.9672006663677313,1.0724240866782746,-0.42482926516769226,1.8963909539633144,1.048256914496173,0.5781554553520885,1.053729635940666,1.1674699546540033,-0.5085255115225455,1.301637904482999,1.1641650898086418,0.6829164820009713,0.4088290967636184,1_lift_sky
0004_firstaction1_20260408_202501.json,0004_firstaction1_20260408_202501,9,300,-1.188104335930717,-0.026122527131265783,-1.7350014827930982,-0.8267211200601567,-0.40111136960680044,-0.5616738374899147,-0.8365536375349004,0.37381937538749604,-0.5486289265337716,-0.4838899396556895,-0.6729410526640216,-1.1123123823552863,-0.4953302508056534,0.6907061187984216,-1.091535242205736,-0.3757998297024157,-0.47918485953930606,-2.541447155652659,-0.3722396877598363,0.5459157707145011,-2.504484125977322,-0.0016381993084901804,-0.22481133160284297,0.031273309676147304,0.0016381993084901804,0.22481133160284297,-0.031273309676147304,0.5439837354542425,-0.4045351972187116,0.2888212939183077,0.4978650330313224,0.4087061346766846,-0.11726324118750195,0.9698143738904716,-0.4522858389668016,1.6692427294612637,0.961040943389711,0.534882613989879,1.1535676606194445,1.0873671512835457,-0.41504685900632543,1.7881988929109365,0.9937811671738498,0.5355341632742353,1.2626499140516028,1.1813042054782241,-0.4873292255937589,1.2652808956127855,1.1732561665140466,0.6415938668007888,0.7299975149356466,1_lift_sky
